SDE_ID,CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,NONRES_GRO,NONRES_SUB,NONRES_TYP,BLDG_NAME,BLDG_DESC,PERMIT_TYP,PERMIT_VAL,SQF,ADDRESS,ZIP_CODE,PIN,community_,geometry
21882,037,35180,02395614,03702395614,Lakeville,2021,C,OFF,Medical Facilities,Medical Office Shell,2-Story Medical Office Building,N,3366000.0,0.0,17210 Kenyon Ave,,22-41655-03-010,Suburban Edge,POINT (477030.15979999956 4949641.4167)
22077,037,35180,02395614,03702395614,Lakeville,2021,C,COS,Eating and Drinking Establishments,Raising Canes,New Restaurant,N,2400000.0,0.0,18477 Kenrick Ave,,22-76700-01-020,Suburban Edge,POINT (476910.0756000001 4947665.3506000005)
22145,037,35180,02395614,03702395614,Lakeville,2021,C,OFF,Medical Facilities,Summit Orthopedics,Tenant Finish,R,3400000.0,0.0,17210 Kenyon Ave,,22-41655-03-010,Suburban Edge,POINT (477030.15979999956 4949641.4167)
22155,123,40382,02395846,12302395846,Maplewood,2021,C,OFF,Medical Facilities,Center for Diagnostic Imaging,Commercial Interior Build Out,R,1254081.0,0.0,1790 BEAM AVE E,,,Urban,POINT (498043.3069000002 4986035.156400001)
21913,053,43000,02395345,05302395345,Minneapolis,2021,P,SCH,Schools,Minneapolis Community and Technical College,College remodel,R,1591064.0,0.0,1501 Hennepin Ave,,,Urban Center,POINT (477570.4193000002 4979927.525699999)
21981,053,43000,02395345,05302395345,Minneapolis,2021,P,REL,Religious,Diamond Lake Lutheran Church,Interior remodel areas west of fellowship hall,R,1083000.0,0.0,5760 Portland Ave,,,Urban Center,POINT (478811.5812999997 4971645.0681)
22064,053,43000,02395345,05302395345,Minneapolis,2021,C,OFF,Grocery,Target Corporate Headquarters - South Tower,Partial remodel of 3rd floor at Target Plaza North,R,1600000.0,0.0,1000 Nicollet Mall,,,Urban Center,POINT (478263.51329999976 4980057.1039)
22071,053,43000,02395345,05302395345,Minneapolis,2021,C,COS,Arts Entertainment and Recreation,Doubletake Gallery,Art Gallery Remodel,R,3050000.0,0.0,160 Glenwood Ave,,,Urban Center,POINT (477521.35560000036 4980707.5373)
22070,053,43000,02395345,05302395345,Minneapolis,2021,C,OFF,Medical Facilities,People's Center Clinics and Services,Interior Clinic Remodel,R,3000000.0,0.0,425 20th Ave S,,,Urban Center,POINT (480775.6508999998 4979554.1587000005)
22073,053,43000,02395345,05302395345,Minneapolis,2021,C,RET,Grocery,BROADWAY HALAL MARKET & CAFE,Grocery store remodel,R,2500000.0,0.0,901 West Broadway Ave,,,Urban Center,POINT (477043.3985000001 4982867.797700001)
22138,053,43000,02395345,05302395345,Minneapolis,2021,P,SCH,Schools,Minnesota Transition Charter School,School remodel,R,6854889.0,0.0,2510 LAKE ST E,,,Urban Center,POINT (481260.73280000035 4977490.157199999)
21958,053,51730,02396242,05302396242,Plymouth,2021,P,SCH,Schools,Wayzata Gleason Lake Elementary School,School remodel,R,2301820.0,0.0,310 CO RD 101,55447,32-118-22-33-0085,Suburban Edge,POINT (460410.6832999997 4981072.9969999995)
21646,123,55852,02396435,12302396435,Roseville,2021,C,OFF,Medical Facilities,MN Epilepsy Group,Clinic/Office,R,1400000.0,0.0,2720 Fairview,55113,42923430002,Urban,POINT (486107.9940999998 4985518.0908)
21647,123,55852,02396435,12302396435,Roseville,2021,C,COS,Eating and Drinking Establishments,Raising Canes Restaurant,Restaurant,N,1400000.0,3024.0,2420 Fairview (1815 Hwy 36),55113,92923420004,Urban,POINT (486290.16220000014 4984334.9410999995)
21926,053,57220,02396500,05302396500,St. Louis Park,2021,C,COS,Eating and Drinking Establishments,Dampfwerk Distillery,Covered Outdoor Patio,A,180000.0,0.0,6309 Cambridge St,,,Urban Center,POINT (471568.1584000001 4975602.286800001)
22002,053,57220,02396500,05302396500,St. Louis Park,2021,P,SCH,Schools,Benilde-St. Margaret's School,50' x 60' storage building,N,153600.0,3000.0,2501 State Highway 100,,,Urban Center,POINT (472703.57079999987 4978351.0254999995)
22035,053,57220,02396500,05302396500,St. Louis Park,2021,P,HNH,Medical Facilities,Methodist Hospital,Hospital remodel,R,2146438.0,0.0,6500 Excelsior Blvd,,,Urban Center,POINT (471340.6490000002 4975228.378699999)
21943,123,58000,02396511,12302396511,St. Paul,2021,P,HNH,Medical Facilities,United Hospital,Hospital Remodel,R,2000000.0,0.0,333 SMITH AVE N,,,Urban Center,POINT (491516.19849999994 4976612.5254)
22017,123,58000,02396511,12302396511,St. Paul,2021,P,SCH,Schools,The University of St. Thomas,Dowling Res Hall,R,11920974.0,0.0,2115 SUMMIT AVE,,,Urban Center,POINT (485031.7982999999 4976496.430500001)
22018,123,58000,02396511,12302396511,St. Paul,2021,P,SCH,Schools,HOPE COMMUNITY ACADEMY,School addition,A,7400000.0,0.0,720 PAYNE AVE,,,Urban Center,POINT (494201.0982999997 4978823.037900001)
22054,123,58000,02396511,12302396511,St. Paul,2021,C,COS,Eating and Drinking Establishments,Mucci's Italia,Restaurant addition,A,200000.0,0.0,786 RANDOLPH AVE,,,Urban Center,POINT (489480.76329999976 4974825.947000001)
22169,123,58000,02396511,12302396511,St. Paul,2021,P,SCH,Schools,JOHNSON SENIOR HIGH SCHOOL,School Remodel,R,1543800.0,0.0,1349 ARCADE ST -,,,Urban Center,POINT (494714.95079999976 4980920.134299999)
21600,123,66460,02397106,12302397106,Vadnais Heights,2021,C,OFF,Medical Facilities,MNGI,Medical / Offices,N,2700000.0,0.0,3588 Arcade St,,,Suburban,POINT (494844.62820000015 4988485.5603)
21656,053,68818,02397235,05302397235,Wayzata,2021,C,COS,Eating and Drinking Establishments,Boatworks,2 story mixed use,R,1250000.0,0.0,294 Grove Ln E,55391,,Suburban,POINT (459161.8361999998 4979700.683499999)
21692,037,69700,02397275,03702397275,West St. Paul,2021,P,REL,Religious,Community of Christ the Redeemer,Church addition,A,3314024.0,0.0,110 Crusader Ave W,,,Urban Center,POINT (492920.8825000003 4970384.2368)
22286,003,13114,02393628,00302393628,Coon Rapids,2022,C,COS,Arts Entertainment and Recreation,Golden Aspen Flats,Clubhouse,N,1500000.0,0.0,10200 Goldenrod St,,243124430055,Suburban,POINT (478394.1216000002 5000229.799000001)
22749,003,13114,02393628,00302393628,Coon Rapids,2022,C,COS,Eating and Drinking Establishments,Taco Bell,Addition,A,650000.0,0.0,13057 Round Lake Blvd,,053124130029,Suburban,POINT (471956.1116000004 5006144.0024999995)
22517,003,06382,02394183,00302394183,Blaine,2022,P,SCH,Schools,Sunrise Elementary School,School addition,A,5033000.0,0.0,12576 Lever St Ne	,,013123340002	,Suburban Edge,POINT (487851.1687000003 5004958.8160999995)
22610,003,06382,02394183,00302394183,Blaine,2022,C,COS,Eating and Drinking Establishments,Popeyes,Restaurant,N,600000.0,0.0,12413 ULYSSES ST NE	,,083123210003	,Suburban Edge,POINT (481436.4128999999 5004825.3738)
22472,003,26738,02394273,00302394273,Ham Lake,2022,P,REL,Religious,Oak Haven Church,Church,R,2315000.0,0.0,1555 Constance Blvd NE,55304,17-32-23-12-0003,Rural Residential,POINT (481920.3689000001 5012648.681700001)
22614,003,17486,02394596,00302394596,East Bethel,2022,P,REL,Religious,Church,Religious,N,1700000.0,0.0,4722 217th Ave. NE,,,Rural Centers,POINT (488224.5301000001 5023220.161699999)
22339,003,53026,02396311,00302396311,Ramsey,2022,P,SCH,Schools,PACT Charter High School,New school,N,14122000.0,0.0,7729 161st Ave NW,,163225240004,Emerging Suburban Edge,POINT (463651.04030000046 5012482.297900001)
22417,019,12664,02393601,01902393601,Cologne,2022,P,SCH,Schools,STARS Early Learning Academy,"ground up, stick frame, single story new daycare facility",N,2798260.0,16572.0,1111 Village Parkway,55322,40-4370010,Rural Centers,POINT (438132.75600000005 4956870.927999999)
22332,019,10144,02393762,01902393762,Carver,2022,C,COS,Eating and Drinking Establishments,Mizzy's,Restaurant,N,1200000.0,7532.0,4715 Dahlgren Rd,55315,201160010,Emerging Suburban Edge,POINT (449013.06680000015 4956615.610200001)
22384,019,10918,02393799,01902393799,Chanhassen,2022,C,OFF,Medical Facilities,Park Nicollet Medical Clinic,Clinic remodel,R,1310000.0,0.0,300 Lake Drive East,,,Emerging Suburban Edge,POINT (458116.2260999996 4967399.742699999)
22656,037,01900,02393967,03702393967,Apple Valley,2022,C,COS,Arts Entertainment and Recreation,Cobblestone Lake Pool,"Demolition of existing pool, Construction of new pool and new pool deck",N,750000.0,0.0,15805 Cobblestone Lake Pkwy				,,011806011010	,Suburban,POINT (487265.4277999997 4951810.5173)
22585,037,27530,02394320,03702394320,Hastings,2022,P,SCH,Schools,Hastings Senior High,ALC Remodel,R,1000000.0,0.0,200 General Sieben Dr,55033,19-32200-01-010,Emerging Suburban Edge,POINT (508666.78550000023 4954564.0592)
22756,037,27530,02394320,03702394320,Hastings,2022,C,COS,Eating and Drinking Establishments,Jersey Mike's,New construction restaurant with drive thru,N,510000.0,1638.0,1217 Vermillion St,55033,19-77300-04-220,Emerging Suburban Edge,POINT (511705.1947999997 4953380.167400001)
22247,037,35180,02395614,03702395614,Lakeville,2022,P,SCH,Schools,Elementary School 9,Elementary School,N,43000000.0,0.0,18601 Highview Ave,,22-51450-00-010,Suburban Edge,POINT (481127.85309999995 4947397.7125)
22248,037,35180,02395614,03702395614,Lakeville,2022,P,REL,Religious,Lakeville Christian Church,Shell Permit Only,N,275000.0,0.0,20917 Hamburg Ave,,22-44335-01-010,Suburban Edge,POINT (481840.03920000046 4943706.65)
22370,037,35180,02395614,03702395614,Lakeville,2022,C,OFF,Medical Facilities,Lakeville Health,3-story medical office building,N,25500000.0,100000.0,18465 Orchard Tr,,22-76702-01-030,Suburban Edge,POINT (477267.9935999997 4947626.090500001)
22481,037,35180,02395614,03702395614,Lakeville,2022,C,OFF,Medical Facilities,Molldrem Family Dentistry,New building for dentistry practice,N,1000000.0,0.0,18389 Orchard Tr,,22-76702-01-010,Suburban Edge,POINT (477367.41980000027 4947706.7204)
22215,053,14158,02393683,05302393683,Crystal,2022,C,OFF,Medical Facilities,Crystal Vision,Eye Clinic,N,1980000.0,0.0,5730 Bottineau Blvd,55428,0411821320025,Urban,POINT (471691.5451999996 4989406.0427)
22783,053,18116,02394614,05302394614,Eden Prairie,2022,C,OFF,Medical Facilities,Prairie View Medical Center,Buildout of 2nd floor for a new medical clinic,R,1614500.0,0.0,965 Prairie Center Dr,,,Suburban,POINT (464909.0368999997 4968052.859999999)
22605,053,41480,02395084,05302395084,Medina,2022,C,COS,Eating and Drinking Establishments,Caribou Coffee,Coffee shop,N,660889.0,0.0,3692 Pinto Dr,,,Emerging Suburban Edge,POINT (457320.29030000046 4988118.299000001)
22304,053,43000,02395345,05302395345,Minneapolis,2022,P,SCH,Schools,North High School,Addt's & Renov's to North HS-Phase 1-PDR PLAN13451,A,23525000.0,0.0,1500 James Ave N,,,Urban Center,POINT (476298.7489 4982342.624)
22309,053,43000,02395345,05302395345,Minneapolis,2022,C,COS,Grocery,Target Field,New video board at target field,R,20000000.0,0.0,1 TWINS WAY,,,Urban Center,POINT (478092.0105999997 4980954.5043)
22406,053,43000,02395345,05302395345,Minneapolis,2022,C,RET,Grocery,Target,TARGET STORE INTERIOR REMODEL,R,1910829.0,0.0,1300 W Lake St,,,Urban Center,POINT (476642.09920000006 4977290.3992)
22412,053,43000,02395345,05302395345,Minneapolis,2022,P,SCH,Schools,University of Minnesota,New Groundwater Treatment Building,N,200000.0,240.0,201 21st Ave S,,,Urban Center,POINT (480883.6465999996 4980109.3122000005)
22435,053,43000,02395345,05302395345,Minneapolis,2022,C,OFF,Grocery,Target Plaza 3,Office remodel,R,1489000.0,0.0,50 S 10th St,,,Urban Center,POINT (478291.4923999999 4980145.9903)
22512,053,43000,02395345,05302395345,Minneapolis,2022,C,COS,Arts Entertainment and Recreation,St Anthony Event Center,Interior and exterior renovations and remodeling,R,2517359.0,0.0,219 SE Main St,,,Urban Center,POINT (479468.1721999999 4981821.7544)
22565,053,43000,02395345,05302395345,Minneapolis,2022,P,HNH,Medical Facilities,M Health Fairview Masonic Children's Hospital,Second floor pharmacy remodel,R,3135000.0,0.0,2450 Riverside Ave,,,Urban Center,POINT (481313.38879999984 4979231.632099999)
22568,053,43000,02395345,05302395345,Minneapolis,2022,P,SCH,Schools,Minneapolis Community & Technical College,"PHASE 4 REMODEL, T-BUILDING 2ND FLOOR",R,1141283.0,0.0,1501 Hennepin Ave,,,Urban Center,POINT (477570.4193000002 4979927.525699999)
22682,053,43000,02395345,05302395345,Minneapolis,2022,P,REL,Religious,Eagle Brook Church,Interior remodel,R,6500000.0,0.0,1020 Harmon Pl,,,Urban Center,POINT (478107.17090000026 4980201.6076)
22427,053,43252,02395350,05302395350,Minnetonka,2022,C,COS,Arts Entertainment and Recreation,Goldfish Swim School,Pool,N,210000.0,0.0,4729 Co Rd No 101,,,Suburban,POINT (460299.4610000001 4973939.896500001)
22209,053,49012,02396098,05302396098,Osseo,2022,P,SCH,Schools,Osseo Senior High School,Independent School District #279,R,1260000.0,0.0,317 2nd Ave NW,,1311922120006,Urban,POINT (467954.2357000001 4996386.5318)
22569,053,51730,02396242,05302396242,Plymouth,2022,C,COS,Eating and Drinking Establishments,Chick-fil-A,Restaurant,N,1631609.0,0.0,3005 HARBOR LN N,,,Suburban Edge,POINT (463570.1512000002 4984514.1558)
22606,053,51730,02396242,05302396242,Plymouth,2022,P,SCH,Schools,Armstrong High School,School remodel,R,2212180.0,0.0,10635 36TH AVE N,,24-118-22-22-0012,Suburban Edge,POINT (467139.8794999998 4985270.637399999)
22588,053,57220,02396500,05302396500,St. Louis Park,2022,P,SCH,Schools,St Louis Park Middle School,School remodel,R,2196200.0,0.0,2025 Texas Ave S		,,,Urban Center,POINT (470129.52300000004 4978986.158299999)
22662,053,57220,02396500,05302396500,St. Louis Park,2022,P,REL,Religious,Methodist Hospital,Hospital remodel,R,2000000.0,0.0,6500 Excelsior Blvd		,,,Urban Center,POINT (471340.6490000002 4975228.378699999)
22259,123,02026,02393979,12302393979,Arden Hills,2022,P,SCH,Schools,Bethel University,Installation of new grandstand and related foundations,N,387156.0,0.0,3900 Bethel Dr,,273023240002,Suburban,POINT (487207.5828 4989326.0174)
22208,123,47221,02395261,12302395261,North St. Paul,2022,P,SCH,Schools,Cowern Elementary School,School,A,1210399.0,0.0,2131 Margaret St,55109,,Urban,POINT (500555.4908999996 4983555.4043000005)
22601,123,40382,02395846,12302395846,Maplewood,2022,C,OFF,Medical Facilities,Ridge Periodontics,New Dental Building,N,1113000.0,0.0,3033 Hazelwood St N,,,Urban,POINT (497159.8739 4986774.3345)
22232,123,47221,02395261,12302395261,North St. Paul,2022,P,SCH,Schools,North High School,School,A,22999999.0,0.0,2416 11th Ave,55109,,Urban,POINT (500130.6166000003 4984609.1576000005)
22201,123,55852,02396435,12302396435,Roseville,2022,C,COS,Eating and Drinking Establishments,Panera Restaurant,Restaurant,N,1400000.0,3924.0,1620 County Road B2,55113,92923410005,Urban,POINT (486673.8830000004 4984571.289899999)
22294,123,58000,02396511,12302396511,St. Paul,2022,C,OFF,Medical Facilities,Highland Bridge Medical Office,CORE & SHELL BUILDING PERMIT SUBMITTAL (SITEWORK & FTG/ FND PERMIT UNDER SEPARATE PERMIT APPLICATIONS) FOR HIGHLAND BRIDGE MEDICAL OFFICE BUILDING. TENANT IMPROVEMENTS/OFFICE BUILD OUTS WILL BE UNDER SEPARATE PERMITS.,N,13466417.0,161628.0,2270 Ford Pkwy,55116,172823120088,Urban Center,POINT (484488.15479999967 4973820.3223)
22498,123,58000,02396511,12302396511,St. Paul,2022,P,SCH,Schools,University of Saint Thomas - Koch Commons,THE PURPOSE OF THIS PROJECT IS TO RENOVATE KOCH COMMONS.,R,1268529.0,0.0,2115 Summit Ave,55105,052823140004,Urban Center,POINT (484992.5181999998 4976702.4835)
22499,123,58000,02396511,12302396511,St. Paul,2022,C,OFF,Medical Facilities,Highland Bridge Medical Office,SUITE 110/21C - 23K GSF TI FOR M HEALTH FAIRVIEW AT THE HIGHLAND BRIDGE MOB CURRENTLY UNDER CONSTRUCTION,R,4550000.0,0.0,2270 Ford Pkwy,55116,172823120088,Urban Center,POINT (484488.15479999967 4973820.3223)
22504,123,58000,02396511,12302396511,St. Paul,2022,P,REL,Religious,Sacred Heart Church,"FOOTING AND FOUNDATION SUBMITTAL PER CONVERSATIONS WITH PLANNING TEAM FOR NEW SOCIAL HALL ADDITION FOR SACRED HEART CHURCH. CLASSROOMS, WARMING KITCHEN, RESTROOMS, AND STORAGE SPACES.",A,155000.0,10000.0,840 6th St E,55116,332922220197,Urban Center,POINT (494845.35610000044 4978528.550799999)
22330,123,69970,02397299,12302397299,White Bear Lake,2022,C,COS,Arts Entertainment and Recreation,MCNEELEY MUSIC CENTER,MUSIC CENTER,R,6318144.0,0.0,4910 HIGHWAY 61,55110,143022140008,Suburban,POINT (499460.1074000001 4992910.4769)
22470,123,69970,02397299,12302397299,White Bear Lake,2022,P,SCH,Schools,LEVEL UP ACADEMY,SCHOOL,A,6041950.0,0.0,2600 COUNTY RD E,55110,363022120068,Suburban,POINT (500759.37799999956 4988414.099300001)
22338,139,58738,02396543,13902396543,Savage,2022,C,OFF,Medical Facilities,Dental Associates of Savage,Dentist office,N,1100000.0,0.0,14393 Hwy 13 S,,264380020,Suburban,POINT (470153.1359000001 4954403.4155)
22484,163,34244,02395589,16302395589,Lake Elmo,2022,C,COS,Arts Entertainment and Recreation,Royal Golf Club,Golf club addition,A,677000.0,0.0,11455 20TH ST N			,55042,,Emerging Suburban Edge,POINT (510324.1054999996 4980153.453500001)
22241,163,71428,02397369,16302397369,Woodbury,2022,C,OFF,Medical Facilities,Vascular & Interventional Experts,Suite #201 remodel,R,1085000.0,0.0,237 RADIO DR,,,Suburban Edge,POINT (505342.36450000014 4976754.0978)
22317,163,71428,02397369,16302397369,Woodbury,2022,C,COS,Arts Entertainment and Recreation,Arbor Ridge,Community Pool,N,200000.0,0.0,4235 ARBOR BAY,,,Suburban Edge,POINT (503413.7757000001 4970386.235300001)
22672,163,71428,02397369,16302397369,Woodbury,2022,C,COS,Eating and Drinking Establishments,Hazelwood Food & Drink,Restaurant remodel,R,2149000.0,0.0,9240 HUDSON RD,,,Suburban Edge,POINT (506390.6989000002 4977128.975500001)
20413,163,30392,02394440,16302394440,Hugo,2020,C,OFF,Medical Facilities,Kids Abilities,Rehabilitation center,N,1850000.0,0.0,4638 VICTOR PATH N,,,Emerging Suburban Edge,POINT (498907.6612 5000990.9957)
6542,053,54214,02396362,05302396362,Richfield,2006,P,SCH,Schools,ISD #280,School; auxillary recreation bldgs,N,124000.0,0.0,7461 Oliver Av S,55423,,Urban Center,POINT (475872.86450000014 4968410.780200001)
4358,053,06616,02394198,05302394198,Bloomington,2004,C,RET,Grocery,Cub Foods,Grocery store,N,3850753.0,75431.0,8421 Lyndale Ave S,55420,,Urban,POINT (477374.3956000004 4966418.399700001)
3428,053,43000,02395345,05302395345,Minneapolis,2003,C,COS,Arts Entertainment and Recreation,Movement Arts Center,Martial arts center,N,305000.0,0.0,2211 Franklin Av E,55404,,Urban Center,POINT (481051.0650000004 4978816.5472)
4699,123,58000,02396511,12302396511,St. Paul,2004,C,COS,Arts Entertainment and Recreation,Liberty Plaza Community Building,Community center,N,1000000.0,0.0,290 Arundel St,,,Urban Center,POINT (490655.78270000033 4977399.2291)
6745,139,59350,02395854,13902395854,Shakopee,2006,C,COS,Arts Entertainment and Recreation,Valley Fair,Amusement park,N,2075000.0,0.0,1 Valley Fair Dr S,55379,,Suburban Edge,POINT (464139.21300000045 4960694.172800001)
4146,019,10972,02393809,01902393809,Chaska,2004,C,COS,Arts Entertainment and Recreation,Chaska Theatre,Movie theatre,A,600000.0,0.0,511 Walnut St N,55318,301210040,Suburban Edge,POINT (452496.16559999995 4959673.3912)
4329,037,53116,00665377,03700665377,Randolph Township,2004,C,COS,Arts Entertainment and Recreation,Simon Arena,Equestrian Arena,N,1587682.0,9000.0,28195 Harry Ave,55065,310010001190,Agricultural,POINT (504596.5109000001 4931869.7831)
5338,037,53116,00665377,03700665377,Randolph Township,2005,C,COS,Arts Entertainment and Recreation,Cannon Golf Club,Golf clubhouse,N,887774.0,5680.0,8606 295th St E,55009,,Agricultural,POINT (505447.13489999995 4929742.9679000005)
8445,139,59350,02395854,13902395854,Shakopee,2008,C,COS,Arts Entertainment and Recreation,Valleyfair Amusement Park,Wave pool,N,790000.0,0.0,1 Valleyfair Dr,55379,,Suburban Edge,POINT (464139.21300000045 4960694.172800001)
3754,163,45952,00665112,16300665112,New Scandia Township,2003,C,COS,Arts Entertainment and Recreation,Girl Scout Council,"Bunkhouse, troop house",N,260000.0,0.0,12303 Lakamaga Trl,55047,2903220110001,Diversified Rural,POINT (511573.1333999997 5008581.395199999)
5806,163,40562,02395007,16302395007,Marine on St. Croix,2005,C,COS,Arts Entertainment and Recreation,Kiwanis Club,Recreation,A,212300.0,2422.0,15987 St. Croix Trl,55047,1803119120002,Diversified Rural,POINT (518589.8019000003 5002895.765900001)
3760,163,47680,02395287,16302395287,Oakdale,2003,C,COS,Arts Entertainment and Recreation,Rising Stars Gymnastics,Gymnastics center,N,579440.0,20055.0,520 Hayward Av N,55128,3202921240015,Suburban,POINT (503352.6749 4978117.991900001)
9391,163,62824,02395969,16302395969,Stillwater,2009,C,COS,Arts Entertainment and Recreation,Oak Glen Golf Course,Golf Club,A,800000.0,1271.0,1599 McKusick Road N,55082,,Suburban,POINT (513391.4594999999 4990795.0361)
6910,163,71428,02397369,16302397369,Woodbury,2006,C,COS,Arts Entertainment and Recreation,Woodbury Dance Center,Dance studio.  Rivertown Com'l Commons,A,387000.0,13305.0,380 Rivertown Dr,55125,,Suburban Edge,POINT (506878.57210000046 4976706.3201)
6061,003,13114,02393628,00302393628,Coon Rapids,2006,P,REL,Religious,Presbyterian Church of the Master,Church,A,1250000.0,3715.0,789 Northdale Blvd,55448,,Suburban,POINT (477538.59389999975 5002994.761499999)
8028,003,13114,02393628,00302393628,Coon Rapids,2008,P,REL,Religious,Cedar Rock Church,Church,A,874955.0,8400.0,3700 Coon Rapids Blvd,55433,,Suburban,POINT (471618.9517000001 5003024.635600001)
5073,003,13114,02393628,00302393628,Coon Rapids,2005,P,REL,Religious,Coon Rapids Baptist Church,Church; activity center,N,400000.0,6780.0,11164 Hanson Blvd,55433,,Suburban,POINT (474933.22389999963 5002282.953600001)
7134,019,67432,02397159,01902397159,Waconia,2007,C,RET,Grocery,County Market,Grocery store,A,1000000.0,12000.0,851 Marketplace Dr,55387,,Emerging Suburban Edge,POINT (436771.5427000001 4965085.9241)
5804,163,39428,02395818,16302395818,Mahtomedi,2005,C,RET,Grocery,Aldi Grocery,Grocery store,N,1000000.0,23854.0,750 Wildwood Rd,55115,,Suburban,POINT (501516.91920000035 4988472.2004)
6877,163,71428,02397369,16302397369,Woodbury,2006,C,RET,Grocery,Rainbow Fresh,Grocery store,A,175000.0,2728.0,7050 Valley Creek Plaza,55125,,Suburban Edge,POINT (502891.87519999966 4974876.045)
5055,003,13114,02393628,00302393628,Coon Rapids,2005,C,COS,Arts Entertainment and Recreation,YMCA,Fitness/health club,A,963040.0,5000.0,8950 Springbrook Dr,55433,,Suburban,POINT (478569.07380000036 4997699.3652)
7541,123,58000,02396511,12302396511,St. Paul,2007,P,HNH,Medical Facilities,Sholom Home,"Nursing home/assisted living, apts.",N,33197641.0,0.0,730 Kay Av,,1.4282321005e+011,Urban Center,POINT (489031.76499999966 4973964.800100001)
6028,003,06382,02394183,00302394183,Blaine,2006,C,COS,Arts Entertainment and Recreation,National Sports Center,Ice arenas:  4,N,8500000.0,113152.0,1850 105th Av NE,55449,T098064,Suburban Edge,POINT (482446.0516999997 5000831.4318)
5021,003,06382,02394183,00302394183,Blaine,2005,C,COS,Arts Entertainment and Recreation,Gold's Gym,Gym addn--exercise/pool,N,2100000.0,34256.0,12420 Aberdeen St,55449,T004364,Suburban Edge,POINT (481784.4916000003 5004636.662900001)
6127,019,14482,00663913,01900663913,Dahlgren Township,2006,C,COS,Arts Entertainment and Recreation,"Dahlgren Golf Club, Inc",Clubhouse addn/remodel,A,140000.0,400.0,6940 Dahlgren Rd,55318,040150600,Agricultural,POINT (444657.2117999997 4957595.317600001)
4086,003,22814,02394826,00302394826,Fridley,2004,C,COS,Eating and Drinking Establishments,Applebees,Restaurant,N,415466.0,5172.0,5277 Central Ave,55432,253024220004,Urban,POINT (480564.17059999984 4990088.545499999)
3138,019,10918,02393799,01902393799,Chanhassen,2003,C,COS,Eating and Drinking Establishments,Crossroads Plaza,Restaurant,N,1383000.0,8300.0,550-560 79th St W,55317,252490020,Emerging Suburban Edge,POINT (457796.1398 4967470.008400001)
6124,019,10972,02393809,01902393809,Chaska,2006,C,COS,Eating and Drinking Establishments,Ruby Tuesdays,Restaurant,N,1000000.0,0.0,320 Pioneer Trl,55318,301170020,Suburban Edge,POINT (452440.0833999999 4964339.847100001)
6137,019,47520,02395278,01902395278,Norwood Young America,2006,C,COS,Eating and Drinking Establishments,McDonald's,Restaurant; fast food,A,209000.0,0.0,410 Faxon Rd N,55368,,Rural Centers,POINT (427288.76690000016 4957853.4299)
7137,019,67432,02397159,01902397159,Waconia,2007,C,COS,Eating and Drinking Establishments,Lola's on the Lake,Restaurant,A,800000.0,0.0,318 E Lake St,55387,,Emerging Suburban Edge,POINT (438283.7627999997 4966813.4509)
6166,037,01900,02393967,03702393967,Apple Valley,2006,C,COS,Eating and Drinking Establishments,Green Jungle Family Center,Restaurant - Legacy Shops South,N,140000.0,5000.0,15322 Galaxie Av,55124,,Suburban,POINT (483598.9462000001 4952580.2718)
4251,037,27530,02394320,03702394320,Hastings,2004,C,COS,Eating and Drinking Establishments,Green Mill,Restaurant,N,652316.0,0.0,909 Vermillion St,55033,,Emerging Suburban Edge,POINT (511726.6211000001 4953763.014799999)
8157,037,35180,02395614,03702395614,Lakeville,2008,C,COS,Eating and Drinking Establishments,Subway,Restaurant; fast food,N,200000.0,2000.0,17450 Dodd Blvd,55044,22-18620-020-01,Suburban Edge,POINT (483021.8967000004 4949230.0735)
4351,037,69700,02397275,03702397275,West St. Paul,2004,C,COS,Eating and Drinking Establishments,Applebees,Restaurant,N,1000000.0,5172.0,1753 Robert St S,55118,425150001001,Urban Center,POINT (493608.79480000027 4971093.897500001)
5384,053,06616,02394198,05302394198,Bloomington,2005,C,COS,Eating and Drinking Establishments,Au Bon Pain,Restaurant,N,249000.0,0.0,8411 Lyndale Av S,55420,,Urban,POINT (477229.43730000034 4966444.154100001)
7177,037,08794,02393472,03702393472,Burnsville,2007,P,SCH,Schools,Echo Park Elementary,School,A,942600.0,6500.0,14100 County Rd 11,55337,020190001485,Suburban,POINT (479315.6540999999 4955106)
5182,037,01900,02393967,03702393967,Apple Valley,2005,P,SCH,Schools,Scott Highlands Middle School,School,A,2086000.0,22970.0,14011 Pilot Knob Rd,55124,,Suburban,POINT (485841.2982000001 4954511.2597)
9084,037,01900,02393967,03702393967,Apple Valley,2009,P,SCH,Schools,ISD #196 School District Center remodel,Office,A,700000.0,0.0,14445 Diamond Path,55124,,Suburban,POINT (487342.54229999986 4954319.535599999)
6222,037,17288,02394586,03702394586,Eagan,2006,P,SCH,Schools,Thomas Lake Elementary,School,A,620000.0,0.0,4359 Thomas Lake Rd,55122,107600001001,Suburban,POINT (486249.28089999966 4960542.0472)
3236,037,20618,02394747,03702394747,Farmington,2003,P,SCH,Schools,ISD #192,Cafeteria,A,4500000.0,0.0,800 Denmark Av,55024,,Emerging Suburban Edge,POINT (487680.6138000004 4942467.259099999)
